Company,Segment,ProfileURL,CompanyWebsite,Status,Emails,SocialLinks,MetaDescription,ReportPath,Description,Gemini_Analysis
Solar Innovations Inc,Building Materials,https://www.buildersshow.com/exhibitor/solarinnovationsinc,,No Website Found,,,,offline_dossier/detailed_reports/solar-innovations-inc/report.md,"Solar Innovations continuously innovates, engineers, designs, manufactures and installs leading-edge glazed aluminum, wood and vinyl-composite products throughout the world. 
Make your home part of nature’s beautiful canvas. Discover superior doors, windows, skylights and glass structures expertly designed and constructed to your unique living needs. 

Founded in 1998, Solar Innovations stands apart from their competitors as a single-source glazing solutions provider in homes and businesses throughout the world.
More than 30 patents protect their vast range of products.
Solar Innovations is part of Fortune Brands Innovations, Inc. (NYSE: FBIN)",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Solatube International Inc.,Building Materials,https://www.buildersshow.com/exhibitor/solatubeinternationalinc,,No Website Found,,,,offline_dossier/detailed_reports/solatube-international-inc/report.md,"Solatube helps roofers and contractors grow their business by offering premium daylighting, solar-powered attic ventilation, and skylights that install quickly, don’t require structural changes, and deliver major comfort and energy benefits for homeowners. If you're already on a roof, these products are an easy, profitable add-on that your customers will love.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Solyt,Building Materials,https://www.buildersshow.com/exhibitor/canbecdistribution,,No Website Found,,,,offline_dossier/detailed_reports/solyt/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Soma Kimya San. ve Tic. A.S. - SOMAFIX,Building Materials,https://www.buildersshow.com/exhibitor/somakimyasanveticas,,No Website Found,,,,offline_dossier/detailed_reports/soma-kimya-san-ve-tic-a-s-somafix/report.md,"Soma Kimya (Soma Chemistry) is a MANUFACTURER of construction chemicals headquartered in Istanbul, Türkiye. All products are fully manufactured in our own facilities; we do not outsource production, ensuring consistent quality and full process-control. Thanks to our strategic location in Istanbul and strong export infrastructure, shipments to US ports typically arrive within 30–35 days. 
The company was founded in 1987 and currently exports finished-goods to over than 65 countries in 6 continents worldwide, offering reliable, high-performance solutions. 
With a strong focus on science, innovation, and sustainability, the company complies with international standards and continuously invests in R&D, and is trusted worldwide.PRODUCT CATEGORIES: 
- 1K PU FOAMS – Subfloor Adhesive, Insulation, Drywall etc – WITH OUR R&D TEAM’S KEEN GUIDENCE, we can fine-adjust these foams according to your needs in terms of color, sizing, climate foam behavior.- SEALANTS – Silicone, Acrylic, Polyurethane, Hybrid-Based- ADHESIVES & GLUES – Cyanoacrylate-Based, D3/D4 Wood Adhesives- INDUSTRİAL SPRAYS – Brake Cleaners, Engine Degreasers, Multi-Purpose Sprays",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Sommer Informatik GmbH,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/sommerinformatikgmbh,,No Website Found,,,,offline_dossier/detailed_reports/sommer-informatik-gmbh/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
SONOpan,Building Materials,https://www.buildersshow.com/exhibitor/sonopan,,No Website Found,,,,offline_dossier/detailed_reports/sonopan/report.md,"SONOpan is a leader in innovative, eco-friendly soundproofing solutions for residential and commercial spaces. The company manufactures high-performance panels made from 100% recycled wood fiber, designed to absorb a wide range of sound frequencies for optimal noise reduction. SONOpan’s lightweight, easy-to-install panels are used in walls, ceilings, and floors to enhance acoustic comfort, support code compliance, and improve energy efficiency. Trusted by builders and homeowners for over 30 years, SONOpan products combine sustainability, cost-effectiveness, and proven results, making them ideal for new construction and retrofit projects at any scale",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Sonos, Inc",Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/sonos,,No Website Found,,,,offline_dossier/detailed_reports/sonos-inc/report.md,"Sonos is a leading audio technology company that revolutionizes how people listen and connect to sound. Since inventing wireless multiroom audio, we’ve continued innovating, creating wireless speakers, home theater systems, headphones, architectural components, and whole home audio solutions that have defined categories, pushed the boundaries of what’s possible, and delighted listeners all around the world. 
Renowned for incredible sound, ease of use, and commitment to innovation, Sonos speakers bring every room and everyone together with incredible sound for music, TV and more. As the premier audio solution for builders and designers, Sonos will take your smart home offering to the next level.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Sound Capital,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/soundcapital,,No Website Found,,,,offline_dossier/detailed_reports/sound-capital/report.md,"Sound Capital is a private construction lender specializing in non-owner-occupied residential, multi-unit, and mixed-use projects. We provide fast, flexible financing for builders, developers, and real estate investors — from single-family spec homes to smaller multi-unit developments, covering both horizontal and vertical construction. We help clients grow faster, earn more, and keep more of their capital working. With a 95% repeat and referral client rate, Sound Capital has earned its reputation as the trusted lending partner for professional builders ready to scale their business.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Southern Crafted Shutters,Building Materials,https://www.buildersshow.com/exhibitor/southerncraftedshutters,,No Website Found,,,,offline_dossier/detailed_reports/southern-crafted-shutters/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"SOVOCO (Zhejiang) Sanitary Technology Co., Ltd",Global Products,https://www.buildersshow.com/exhibitor/sovocozhejiangsanitarytechnolo,,No Website Found,,,,offline_dossier/detailed_reports/sovoco-zhejiang-sanitary-technology-co-ltd/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
SOYLUSSO AMERICA CABINETS INC,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/soylussoamericacabinetsinc,,No Website Found,,,,offline_dossier/detailed_reports/soylusso-america-cabinets-inc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Spacial AI,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/spacialai,,No Website Found,,,,offline_dossier/detailed_reports/spacial-ai/report.md,"Spacial pairs AI with licensed engineers to handle residential engineering. We are an all-in-one engineering partner for residential projects, bringing structural engineering, MEP, and energy under one roof so plans move from design to permit faster and with less friction. We turn architectural drawings into permit-ready sets stamped by licensed engineers.Our mission is to transform how homes are engineered, approved, and delivered so teams can move from plan to permit in days, not months.Our AI agents validate and coordinate each set, and every plan is reviewed and stamped by our in-house team of licensed engineers.Our services include:• Structural Engineering• MEP (Mechanical, Electrical, Plumbing) Engineering• Energy modeling and code compliance (Title 24 and other state energy codes)The result: faster approvals, fewer revisions, and engineering that protects your design intent while meeting local codes.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
SPAN,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/span,,No Website Found,,,,offline_dossier/detailed_reports/span/report.md,"SPAN is on a mission to enable electrification for all and provide energy management for every home. The company designs products that remove barriers to electrification, providing a holistic approach to managing increasing demands on household energy. Powering your home with clean energy should be a simple and delightful experience that is technology-forward and human-centered. For more information, go to www.span.io.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
SpecBooks,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/specbooks,,No Website Found,,,,offline_dossier/detailed_reports/specbooks/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Spectis Moulders Inc.,Building Materials,https://www.buildersshow.com/exhibitor/spectismouldersinc,,No Website Found,,,,offline_dossier/detailed_reports/spectis-moulders-inc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Spectrum Community Solutions,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/spectrumcommunitysolutions,,No Website Found,,,,offline_dossier/detailed_reports/spectrum-community-solutions/report.md,"Charter Communications, Inc.  
Spectrum Community Solutions  
www.SpectrumCommunitySolutions.com  
  
Charter Communications, Inc. is a leading broadband connectivity company and cable operator serving more than 32 million customers in 41 states through its Spectrum brand. Over an advanced communications network, the company offers a full range of state-of-the-art residential and business services including Spectrum Internet®, TV, Mobile and Voice. Through its network expansion in rural areas, Charter is already the largest and fastest growing rural internet provider in the country, and our ongoing expansion will bring gigabit connectivity to over 1.6 million unserved and underserved rural homes and businesses by 2027.  
  
Spectrum Community Solutions, Charter’s brand dedicated to multifamily properties, delivers industry-leading broadband connectivity solutions to apartments, single-family gated communities, off-campus student housing, senior residences, and RV parks and marinas.  Spectrum Community Solutions offers scaled bulk internet and managed connectivity solutions across multiple architectures: fiber, coax, and traditional managed WiFi.  Services include speeds up to 2 Gbps and Spectrum Ready, our pre-installed internet solution that's ready on move-in day and provides property wide IoT connectivity.  TV and streaming packages are also available, such as Xumo, a next generation streaming platform that provides access to residents’ favorite entertainment—all in one place.   
To assist customers, Spectrum Community Solutions provides dedicated phone support for property managers, 24/7 customer service from three U.S.-based call centers, and customers can manage their Spectrum accounts and services from anywhere with Charter’s top-rated support app, the My Spectrum App.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
