gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
;;Right On Bracket;Building Materials;Tigard;Oregon;W6391;https://www.buildersshow.com/exhibitor/rightonbracket;At Right On Bracket, we supply a variety of heavy duty shelf brackets, granite countertop brackets, floating shelf brackets, modern shelf brackets, and other specialized brackets at competitive prices. We design our support brackets with high-weight capabilities to support any project reliably for a lifetime. Several bracket sizes available for both residential and commercial projects. Only Trust the quality of American made products for your next project!;Product;No Website Found;;;;offline_dossier/detailed_reports/right-on-bracket/report.md;heavy duty shelf brackets, granite countertop brackets, floating shelf brackets, modern shelf brackets, specialized brackets;;rightonbracket.com
n;;Ring I eero;Business Management & Professional Services;Hawthorne;California;W4107;https://www.buildersshow.com/exhibitor/ring;ABOUT RING Since its founding in 2013, Ring has been on a mission to make neighborhoods safer, together for everyone. From the first-ever Video Doorbell, to the award-winning DIY Ring Alarm system, Ring’s smart home security product line, as well as the Neighbors app, offer users affordable whole-home and neighborhood security. At Ring, we are committed to making security accessible and convenient for everyone—while working hard to bring communities together. Ring is an Amazon company. For more information, visit www.ring.com. With Ring, you’re always home. Business Development, Sales and Marketing homebuilder@ring.com Media and PR Contact media@ring.com;Service;;;;;;Video Doorbell, DIY Ring Alarm system, smart home security product line, Neighbors app;whole-home and neighborhood security;ring.com
;;Rinnai America Corporation;Building Materials;Peachtree City;Georgia;W3423;https://www.buildersshow.com/exhibitor/rinnaiamericacorporation;Rinnai America Corporation designs, manufactures and distributes innovative, energy-efficient heating and water heating appliances. The company’s North American product offering includes tankless water heaters, condensing gas boilers, electric heat pumps, direct vent gas wall furnaces, and vent-free fan convector heaters. Rinnai has the highest efficiency of any tankless water heater brand in North America, is the preferred brand of several national builders and offers both residential and commercial condensing water heating and boiler systems.;Product;No Website Found;;;;offline_dossier/detailed_reports/rinnai-america-corporation/report.md;tankless water heaters, condensing gas boilers, electric heat pumps, direct vent gas wall furnaces, vent-free fan convector heaters;;rinnaiamerica.com
;;River Spas/ Waterwave Spas;Outdoor Living, Leisure, & Modular Structures;;Connecticut;W2986;https://www.buildersshow.com/exhibitor/riverspaswaterwavespas;;Product;No Website Found;;;;offline_dossier/detailed_reports/river-spas-waterwave-spas/report.md;;;
;;Riverbend Timber Framing;Building Materials;Blissfield;Michigan;W7593;https://www.buildersshow.com/exhibitor/riverbendtimberframing;;Product;No Website Found;;;;offline_dossier/detailed_reports/riverbend-timber-framing/report.md;;;
n;;Riverstone Logistics;Business Management & Professional Services;Charlotte;North Carolina;W8090;https://www.buildersshow.com/exhibitor/riverstonelogistics;;Service;No Website Found;;;;offline_dossier/detailed_reports/riverstone-logistics/report.md;;;
n;;Roam;Business Management & Professional Services;Miami Beach;Florida;S2038;https://www.buildersshow.com/exhibitor/roam;Roam is a Virtual HQ that packs the energy, presence, and velocity of a real office - without the back-to-back meetings, chat overload, and siloed isolation of remote work. It supercharges culture and productivity with 8-minute average meeting times. The Roam Super Bundle replaces Zoom, Slack, Calendly, Otter, Loom, Zoom Webinars, and more - all for $19.50/month. Roam makes remote work.;Service;No Website Found;;;;offline_dossier/detailed_reports/roam/report.md;Roam Super Bundle;Virtual HQ, remote work enhancement;roam.com
;;RockWell LLC;Building Materials;Springville;Utah;W7143;https://www.buildersshow.com/exhibitor/rockwellllc;;Product;No Website Found;;;;offline_dossier/detailed_reports/rockwell-llc/report.md;;;
;;ROCKWOOL;Building Materials;Milton;Ontario, Canada;W3783;https://www.buildersshow.com/exhibitor/roxulincdbarockwool;;Product;No Website Found;;;;offline_dossier/detailed_reports/rockwool/report.md;;;
n;;Rodman Drill;Construction Tools, Systems, Equipment, & Safety;Canoga Park;California;S11180;https://www.buildersshow.com/exhibitor/rodmandrill;;Product;No Website Found;;;;offline_dossier/detailed_reports/rodman-drill/report.md;;;
;;Rohden Portas e Artefatos de Madeira Ltda;Building Materials;Salete, Santa Catarina;Brazil;W4947;https://www.buildersshow.com/exhibitor/rohdenportaseartefatosdemadeir;;Product;No Website Found;;;;offline_dossier/detailed_reports/rohden-portas-e-artefatos-de-madeira-ltda/report.md;;;
;;ROSEHILL ELECTRIC INC;Interior Finishings & Home Living;Carrollton;Texas;S11129;https://www.buildersshow.com/exhibitor/rosehillelectricinc;Rosehill Electric Inc. is a leading provider of integrated lighting and electrical solutions for residential and commercial projects. We serve diverse sectors including single-family and multi-unit housing, mixed-use developments, assisted living facilities, and hospitality venues. By offering a comprehensive product portfolio and single-source convenience, we help clients streamline their supply chain while ensuring reliable delivery through our Texas-based warehouse and North American distribution network.;Product;No Website Found;;;;offline_dossier/detailed_reports/rosehill-electric-inc/report.md;integrated lighting solutions, electrical solutions;streamline supply chain, reliable delivery;rosehillelectric.com
;;Rotax Metals;Building Materials;Hauppauge;New York;W7773;https://www.buildersshow.com/exhibitor/rotaxmetals;;Product;No Website Found;;;;offline_dossier/detailed_reports/rotax-metals/report.md;;;
;;RothoBlaas;Building Materials;New York;New York;S11203;https://www.buildersshow.com/exhibitor/rothoblaasusainc;;Product;No Website Found;;;;offline_dossier/detailed_reports/rothoblaas/report.md;;;
;;RPG Brands;Interior Finishings & Home Living;Phoenix;Arizona;S15036;https://www.buildersshow.com/exhibitor/rpgbrands;RPG Brands is leader in the hearth and outdoor living industry, driven by a passion for innovation, craftsmanship, and design excellence. Headquartered in Phoenix, Arizona, the company brings together a portfolio of premium brands that combine advanced engineering with elevated aesthetics, serving both luxury homeowners and the design-build community. RPG Brands while pushes the boundaries of what’s possible in modern indoor and outdoor living. As the parent company of Modern Flames, Grand Canyon Gas Logs, Wildfire Outdoor Living, and Summit Open Luxury Fireplaces, RPG Brands delivers a comprehensive range of industry-leading products, from cutting-edge electric fireplaces to ultra-realistic gas log systems and professional-grade outdoor kitchens. Each brand shares a common commitment to quality, creativity, and innovation, enabling RPG Brands to offer solutions that enhance the way people live, entertain, and experience comfort in their homes. Driven by a culture of continuous innovation, RPG Brands is powered by a team of engineers and designers dedicated to creating products that inspire. The company has been recognized for its leadership, workplace culture, and forward-thinking approach, earning distinctions such as one of Arizona’s Most Admired Companies. This reputation reflects not only the strength of its product offerings but also its dedication to exceptional service, responsible practices, and meaningful industry partnerships. At its core, RPG Brands exists to elevate everyday living through thoughtfully designed, high-performance hearth and outdoor products. By blending innovation with authenticity, the company continues to set new standards in luxury living, helping homeowners, designers, and builders bring extraordinary spaces to life.;Product;No Website Found;;;;offline_dossier/detailed_reports/rpg-brands/report.md;electric fireplaces, gas log systems, outdoor kitchens;innovation, design, engineering, craftsmanship;rpgbrands.com
;;RSE Distributor, LLC;Building Materials;Chino;California;S4175;https://www.buildersshow.com/exhibitor/rsedistributorllc;;Product;No Website Found;;;;offline_dossier/detailed_reports/rse-distributor-llc/report.md;;;
;;Rubber Stone;Outdoor Living, Leisure, & Modular Structures;Imperial;Saskatchewan, Canada;S7208;https://www.buildersshow.com/exhibitor/ewindustriesltd;;Product;No Website Found;;;;offline_dossier/detailed_reports/rubber-stone/report.md;;;
;;Rubbermaid;Interior Finishings & Home Living;Huntersville;North Carolina;S14129;https://www.buildersshow.com/exhibitor/rubbermaid;;Product;No Website Found;;;;offline_dossier/detailed_reports/rubbermaid/report.md;;;
;;Rubio Monocoat;Building Materials;Spicewood;Texas;W4991;https://www.buildersshow.com/exhibitor/rubiomonocoatusa;;Product;No Website Found;;;;offline_dossier/detailed_reports/rubio-monocoat/report.md;;;
